blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
7558515,1739379107,0x6395d71ac2fe80229eb0c4b874a162c1f620cb4f0511398e3529714fcb805a56,100,0xccf44a463f7d87d8ceed2d53ed27143be55b010fc630bbbb7d502b123ae336be,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,47667.49993636904,Wrapped Sonic,wS,18,0,814166,55010000000,569874,569874,deprecated,5582340
7686268,1739444769,0x0e6f48877fd12e6e3fd55e922b291fe0e9739ce5d78abc8490b712c454521852,108,0xefd7893b81d78489a6269d57c9be1a871456fd426a2dc60fe3521338116a4fe7,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,2513.275126378955,Wrapped Sonic,wS,18,2,473858,55010000000,326900,765698,deprecated,5454587
7686512,1739444862,0x71dc718a0a2a6c3ec521c0a0dbfefda962c9a5e3d9dbcd9f628bc4aa6d4ac16e,110,0xf2cb48f408e47724c8e5b3b6171f44fcd2fb451bc5815d741083ca0eba520279,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,3542.045615094805,Wrapped Sonic,wS,18,1,338736,55010000000,232315,1045474,deprecated,5454343
7686620,1739444911,0x6daa8127419c694ab5a0781d38f7c6cd24b1542241a549dc426b69da8de5a9ce,112,0xa1e4461d508645fe54a4d2d463f88c8f19bc7aa298d94d070bf38fa50534fce8,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,3430.465045150393,Wrapped Sonic,wS,18,0,338736,55010000000,232315,232315,deprecated,5454235
8268083,1739795696,0xd9f0c9d143c31db81dd5882b54683a756ff2d2f6be4f5ff71ba02f2cf7adbb2a,142,0xbade2a63d34c2f15311ee1a879d54a3510642ef98348bf5eb3056a67bd1c918b,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,33811.60540389399,Wrapped Sonic,wS,18,2,817004,55010000000,571861,861028,deprecated,4872774
8268242,1739795765,0x3dd2f78115507c20bdb95ec7bf6fe19acad06d8be9af6fe5dfe7de08d55c9157,145,0x2ee8cacea75b3288ddf2f034f5947120a1a02cf856a8419a9e1fbbe7fbf6fd1e,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,33871.35618048708,Wrapped Sonic,wS,18,4,363948,55010000000,254763,394833,deprecated,4872615
8268570,1739795890,0x9bdab2ec2536fe2722256cdf1d38860012c1b1ad1ea3b1eef7158c6f71a109b7,149,0xb67f2b6aba9bcac374982a00867a30660ad4c863eddc643166da177c0e44762e,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,23223.823888706098,Wrapped Sonic,wS,18,2,338298,55710000000,232008,402148,deprecated,4872287
8268956,1739796056,0x36a5db38358658f8dde1e70be772e707c40c45716bc43f871babd1e75e52334e,152,0x2ed8afd2f977d076bc9b0f04409f112a5df76e832540961ca232c7d6f6adae58,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,33998.40054373801,Wrapped Sonic,wS,18,3,817100,55010000000,571931,660677,deprecated,4871901
8269082,1739796112,0x3384dc3d691bbc89173f5275191e3689a7cb0108f1591d5f3297a0eecb3e143d,154,0x676d3f77adccf6bedf64a32659ae70e97a33f61ac4a9cbe68c673532684becb4,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,33615.670483801194,Wrapped Sonic,wS,18,1,338292,55010000000,236804,434199,deprecated,4871775
8269202,1739796162,0x481736ab5a68dfb8589c661ba95076973024f80d263c321b1e9c1d5ea0f8f696,156,0x944e574c3ad1388d5afd31fa2880694e69d1aec18e4a101d140372592b9a4f36,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,20679.45501627906,Wrapped Sonic,wS,18,1,364038,55010000000,254826,554707,deprecated,4871655
8858834,1740048533,0x9ef756584bd9ae6d8d0afb7bd6ed55556bc4204c62dc5b43ed6cdc3558711eb9,217,0x105f3f64e5bc2d46cc5da7f5fd5262acb2dfc2d7b3d0b1dcf18fdd81e1ee9fad,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,88747.01040784126,Wrapped Sonic,wS,18,2,817298,57750000000,572066,718747,deprecated,4282025
8858977,1740048583,0x28f58f5bb7b7f242ca90fa5e110407cdb28066c74c95e76a49491ad7bb2bb756,219,0xee308838f502e5559d17d812d839624af5a1b145e70df90268db810e775ae492,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,66704.36991081966,Wrapped Sonic,wS,18,1,364254,57760000000,250177,464293,deprecated,4281882
9118460,1740137564,0x9c02498364b96c8b6f3d1af54f942a8c2146bdb387f4b7bb1b26e8b851eba207,242,0x9e3f880afb47c81692c586aa776274a4785e7aed303cea1e66243d21aea5badb,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,133098.64803233973,Wrapped Sonic,wS,18,18,805986,55010000000,561348,6143285,deprecated,4022401
9118768,1740137661,0xd3cee7a4dd013c7d0d7c4053d924032408e4c9a0e046359cf19604d93f16c979,244,0x6e0cab9e615486a4429d4843a55263d89c9968fc36171f703ba999dc2ef0d8b2,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,55805.19819402858,Wrapped Sonic,wS,18,11,817388,55010000000,572129,2861021,deprecated,4022093
9118926,1740137714,0x699aaae031d9f74fae37173a361d2ad05db5586b280d983ea85dc94d90921f96,246,0xad938ca27dd6447da9c9b4196e7dc8afc735f6deb7e50da5815f053e617406d6,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,12260.717750136257,Wrapped Sonic,wS,18,1,364344,56190000000,250240,502483,deprecated,4021935
11180383,1740920525,0xa3de935573b3f4e8ba5c415222ad67be1b791467fae4def23f200e5a93357b90,335,0xebd1bf580001b3d218a597efd3f68b338301a822c2b57daa3effe5e770056938,0x324963c267c354c7660ce8ca3f5f167e05649970,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,41.484620086501124,Wrapped Sonic,wS,18,0,1596399,55010000000,1012845,1012845,deprecated,1960493
11180383,1740920525,0xa3de935573b3f4e8ba5c415222ad67be1b791467fae4def23f200e5a93357b90,335,0xebd1bf580001b3d218a597efd3f68b338301a822c2b57daa3effe5e770056938,0x324963c267c354c7660ce8ca3f5f167e05649970,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,24.82205652601822,Wrapped Sonic,wS,18,0,1596399,55010000000,1012845,1012845,deprecated,1960493
11181061,1740920797,0x4df9753986dc71f221a295572de730cfbd62824ab655cf1a3e70c0b43f7df7a6,343,0x65a530b2bd4e874ab4cc81448963c242e1fda98708f476ee3a6bfae7a994248d,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x324963c267c354c7660ce8ca3f5f167e05649970,93.56871873367847,Wrapped Sonic,wS,18,1,338124,55010000000,231886,604627,deprecated,1959815
7558515,1739379107,0x6395d71ac2fe80229eb0c4b874a162c1f620cb4f0511398e3529714fcb805a56,100,0xccf44a463f7d87d8ceed2d53ed27143be55b010fc630bbbb7d502b123ae336be,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,29300.282429,Bridged USDC (Sonic Labs),USDC.e,6,0,814166,55010000000,569874,569874,deprecated,5582489
7686268,1739444769,0x0e6f48877fd12e6e3fd55e922b291fe0e9739ce5d78abc8490b712c454521852,108,0xefd7893b81d78489a6269d57c9be1a871456fd426a2dc60fe3521338116a4fe7,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,23233.702761,Bridged USDC (Sonic Labs),USDC.e,6,2,473858,55010000000,326900,765698,deprecated,5454736
7686512,1739444862,0x71dc718a0a2a6c3ec521c0a0dbfefda962c9a5e3d9dbcd9f628bc4aa6d4ac16e,110,0xf2cb48f408e47724c8e5b3b6171f44fcd2fb451bc5815d741083ca0eba520279,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,34803.678497,Bridged USDC (Sonic Labs),USDC.e,6,1,338736,55010000000,232315,1045474,deprecated,5454492
7686620,1739444911,0x6daa8127419c694ab5a0781d38f7c6cd24b1542241a549dc426b69da8de5a9ce,112,0xa1e4461d508645fe54a4d2d463f88c8f19bc7aa298d94d070bf38fa50534fce8,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,34801.943968,Bridged USDC (Sonic Labs),USDC.e,6,0,338736,55010000000,232315,232315,deprecated,5454384
8268083,1739795696,0xd9f0c9d143c31db81dd5882b54683a756ff2d2f6be4f5ff71ba02f2cf7adbb2a,142,0xbade2a63d34c2f15311ee1a879d54a3510642ef98348bf5eb3056a67bd1c918b,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,27567.492132,Bridged USDC (Sonic Labs),USDC.e,6,2,817004,55010000000,571861,861028,deprecated,4872926
8268242,1739795765,0x3dd2f78115507c20bdb95ec7bf6fe19acad06d8be9af6fe5dfe7de08d55c9157,145,0x2ee8cacea75b3288ddf2f034f5947120a1a02cf856a8419a9e1fbbe7fbf6fd1e,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,27950.409058999998,Bridged USDC (Sonic Labs),USDC.e,6,4,363948,55010000000,254763,394833,deprecated,4872767
8268570,1739795890,0x9bdab2ec2536fe2722256cdf1d38860012c1b1ad1ea3b1eef7158c6f71a109b7,149,0xb67f2b6aba9bcac374982a00867a30660ad4c863eddc643166da177c0e44762e,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,20604.264220999998,Bridged USDC (Sonic Labs),USDC.e,6,2,338298,55710000000,232008,402148,deprecated,4872439
8268698,1739795942,0xdbdbba2ceb460c599d1f753fa06c898a752f57261c5330e4691e82bc44a5a61e,150,0xd74b7ccfde9039443c88eb980341dfb111d93b047f14c2777255415661cecfa1,0x324963c267c354c7660ce8ca3f5f167e05649970,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,154149.130313,Bridged USDC (Sonic Labs),USDC.e,6,1,694373,55010000000,389860,613348,deprecated,4872311
8268956,1739796056,0x36a5db38358658f8dde1e70be772e707c40c45716bc43f871babd1e75e52334e,152,0x2ed8afd2f977d076bc9b0f04409f112a5df76e832540961ca232c7d6f6adae58,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,42203.272634,Bridged USDC (Sonic Labs),USDC.e,6,3,817100,55010000000,571931,660677,deprecated,4872053
8269082,1739796112,0x3384dc3d691bbc89173f5275191e3689a7cb0108f1591d5f3297a0eecb3e143d,154,0x676d3f77adccf6bedf64a32659ae70e97a33f61ac4a9cbe68c673532684becb4,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,30627.801177999998,Bridged USDC (Sonic Labs),USDC.e,6,1,338292,55010000000,236804,434199,deprecated,4871927
8269202,1739796162,0x481736ab5a68dfb8589c661ba95076973024f80d263c321b1e9c1d5ea0f8f696,156,0x944e574c3ad1388d5afd31fa2880694e69d1aec18e4a101d140372592b9a4f36,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,26260.74553,Bridged USDC (Sonic Labs),USDC.e,6,1,364038,55010000000,254826,554707,deprecated,4871807
8641513,1739965419,0xce5b5f81d41e2bc71525676fb7d5bbbb50951df901c92a3056aebfb434487090,191,0x31190c49ca25b7ceb0f30ea0f4ed7a34090ef7e935c002addf1147024c040a14,0x324963c267c354c7660ce8ca3f5f167e05649970,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,102586.110195,Bridged USDC (Sonic Labs),USDC.e,6,0,557352,60000000000,312117,312117,deprecated,4499501
8680795,1739979201,0xb95908f9bea816ffa22591eaf1ecb0c40b96d493e88343e3cbc98360edfc8c57,200,0xbf49a8d17b1369294eefcfc9387c79dc32a2d592682939fb4593b047dd003052,0x324963c267c354c7660ce8ca3f5f167e05649970,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,186039.296217,Bridged USDC (Sonic Labs),USDC.e,6,0,665483,55010000000,372670,372670,deprecated,4460219
8858834,1740048533,0x9ef756584bd9ae6d8d0afb7bd6ed55556bc4204c62dc5b43ed6cdc3558711eb9,217,0x105f3f64e5bc2d46cc5da7f5fd5262acb2dfc2d7b3d0b1dcf18fdd81e1ee9fad,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,131770.020991,Bridged USDC (Sonic Labs),USDC.e,6,2,817298,57750000000,572066,718747,deprecated,4282180
8858977,1740048583,0x28f58f5bb7b7f242ca90fa5e110407cdb28066c74c95e76a49491ad7bb2bb756,219,0xee308838f502e5559d17d812d839624af5a1b145e70df90268db810e775ae492,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,104568.926262,Bridged USDC (Sonic Labs),USDC.e,6,1,364254,57760000000,250177,464293,deprecated,4282037
9117246,1740137166,0x4f0acea78f809609183fc5c3b4f87ca98d52f594907f9f8626adbfdef1c53556,233,0x4f06759d56eb4ee0258066e3e39a9abd0c09c73841983cf1da6a4eb0df1e1a25,0x324963c267c354c7660ce8ca3f5f167e05649970,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,363980.92986599996,Bridged USDC (Sonic Labs),USDC.e,6,3,649178,55010000000,363540,924675,deprecated,4023772
9118460,1740137564,0x9c02498364b96c8b6f3d1af54f942a8c2146bdb387f4b7bb1b26e8b851eba207,242,0x9e3f880afb47c81692c586aa776274a4785e7aed303cea1e66243d21aea5badb,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,186540.48683799998,Bridged USDC (Sonic Labs),USDC.e,6,18,805986,55010000000,561348,6143285,deprecated,4022558
9118768,1740137661,0xd3cee7a4dd013c7d0d7c4053d924032408e4c9a0e046359cf19604d93f16c979,244,0x6e0cab9e615486a4429d4843a55263d89c9968fc36171f703ba999dc2ef0d8b2,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,93016.124602,Bridged USDC (Sonic Labs),USDC.e,6,11,817388,55010000000,572129,2861021,deprecated,4022250
9118926,1740137714,0x699aaae031d9f74fae37173a361d2ad05db5586b280d983ea85dc94d90921f96,246,0xad938ca27dd6447da9c9b4196e7dc8afc735f6deb7e50da5815f053e617406d6,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,20424.318425999998,Bridged USDC (Sonic Labs),USDC.e,6,1,364344,56190000000,250240,502483,deprecated,4022092
11180383,1740920525,0xa3de935573b3f4e8ba5c415222ad67be1b791467fae4def23f200e5a93357b90,335,0xebd1bf580001b3d218a597efd3f68b338301a822c2b57daa3effe5e770056938,0x324963c267c354c7660ce8ca3f5f167e05649970,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,21.030444,Bridged USDC (Sonic Labs),USDC.e,6,0,1596399,55010000000,1012845,1012845,deprecated,1960643
11180383,1740920525,0xa3de935573b3f4e8ba5c415222ad67be1b791467fae4def23f200e5a93357b90,335,0xebd1bf580001b3d218a597efd3f68b338301a822c2b57daa3effe5e770056938,0x324963c267c354c7660ce8ca3f5f167e05649970,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,12.583431,Bridged USDC (Sonic Labs),USDC.e,6,0,1596399,55010000000,1012845,1012845,deprecated,1960643
11181061,1740920797,0x4df9753986dc71f221a295572de730cfbd62824ab655cf1a3e70c0b43f7df7a6,343,0x65a530b2bd4e874ab4cc81448963c242e1fda98708f476ee3a6bfae7a994248d,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0x29219dd400f2bf60e5a23d13be72b486d4038894,0x324963c267c354c7660ce8ca3f5f167e05649970,33.613875,Bridged USDC (Sonic Labs),USDC.e,6,1,338124,55010000000,231886,604627,deprecated,1959965
